Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/07  03:00:00,32.9508646175,5.40364632965,1.72080785303,0.0,8.25718729233,10.0299323277,16.6761333277,16.6561333277,0.0,0.02
 12/07  04:00:00,32.7167131293,5.37397452187,1.51632151281,0.0,8.25718729233,10.0299323277,23.0363360483,17.2810312654,0.0,5.75530478289
 12/07  05:00:00,34.0820643167,5.34442292303,1.30463831824,0.0,8.25718729233,11.6354268332,19.2520783559,19.2320783559,0.0,0.02
 12/07  06:00:00,41.8261624611,5.36396673412,1.4495653002,0.0,12.1011305571,15.3678112995,22.40719085,16.6319043935,0.0,5.77528645658
 12/07  07:00:00,71.8338692273,5.67021539459,3.50681956997,0.0,19.7275818095,37.2640762949,26.2009919792,14.6208069054,0.0,11.5801850738
 12/07  08:00:00,87.2511934897,5.97027549371,5.67201899643,0.0,24.3117294858,51.2795993405,30.1029913918,12.6832364677,0.0,17.4197549241
 12/07  09:00:00,74.3882478066,5.72407273416,4.33025853001,0.0,23.6694662846,40.6342015617,29.7591561563,6.31030007624,0.0,23.44885608
 12/07  10:00:00,70.7286579583,5.86605409727,5.53596862017,0.0,23.6694662846,35.6302164847,43.8489804356,2.44137097491,18.025,23.3826094607
 12/07  11:00:00,52.8963278526,5.83145845899,5.3348899744,0.0,18.7433767983,22.9618409725,37.4877086291,1.94819312427,18.025,17.5145155049
 12/07  12:00:00,53.698860206,5.93586145338,6.03521775226,0.0,18.7433767983,22.9618409725,42.2562477507,0.927466305552,18.025,23.3037814452
 12/07  13:00:00,54.656495057,6.03388004309,6.8513877427,0.0,18.5889407304,23.1597249699,36.6166562306,1.11078759089,18.025,17.4808686397
 12/07  14:00:00,55.2017583662,6.0802798899,7.10374683352,0.0,18.7433767983,23.2517909448,35.5140129362,0.00626726073949,18.025,17.4827456754
 12/07  15:00:00,55.2740618005,6.08637357046,7.16995601966,0.0,18.7433767983,23.2517909448,35.5034163879,0.0,18.025,17.4784163879
 12/07  16:00:00,54.7915674292,6.05699335818,7.00679220258,0.0,18.7433767983,22.9618409725,35.5022004872,0.0,18.025,17.4772004872
 12/07  17:00:00,62.1638219662,5.95870732577,6.25802723622,0.0,18.7433767983,27.431320555,24.920427795,1.13596998197,18.025,5.75945781302
 12/07  18:00:00,78.528387954,6.04921950894,6.57588162281,0.0,17.6635504202,40.6971502883,9.0419394273,3.27197737095,0.0,5.76996205635
 12/07  19:00:00,85.4916208886,6.12630806377,6.95732550854,0.0,27.5259009287,37.3340067412,18.7219141385,7.15280890041,0.0,11.5691052381
 12/07  20:00:00,88.3860278835,6.1951206869,7.45754611206,0.0,33.8341110165,33.3544677425,14.9764402727,9.1965868053,0.0,5.77985346745
 12/07  21:00:00,97.760541857,6.36869171647,8.50433013943,0.0,36.5179666069,38.8247702939,17.1235853816,11.343904449,0.0,5.77968093257
 12/07  22:00:00,92.3002757677,6.38613908291,8.54168420349,0.0,32.965339924,36.8579353714,24.1631257395,12.5831178384,0.0,11.5800079011
 12/07  23:00:00,65.2012650899,5.92167953613,5.45425980312,0.0,25.6355707503,20.6438685092,27.2350327396,15.6847399643,0.0,11.5502927753
 12/07  24:00:00,42.9737179713,5.58723537998,3.11409749672,0.0,15.0252895274,11.7056064465,24.0713632192,18.3059196146,0.0,5.76544360457
 12/08  01:00:00,37.1136420876,5.4966151037,2.37037483833,0.0,11.6412384099,10.0650221343,19.0496444949,19.0296444949,0.0,0.02
 12/08  02:00:00,35.035735284,5.43568484514,1.91407384662,0.0,10.0992000411,10.047477231,26.4512951137,20.6957730151,0.0,5.75552209861
 12/08  03:00:00,32.6611104778,5.37174621847,1.46295263614,0.0,8.25718729233,10.0299323277,24.5425355362,24.5225355362,0.0,0.02
