"PVWatts: Hourly PV Performance Data"
"Requested Location:","28155 christopher lane"
"Location:","SPOKANE, WA"
"Lat (deg N):","47.63"
"Long (deg W):","117.53"
"Elev (m):","721"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","47.5"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","14.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","25","7","72","23","-1.1","4.6","72.496","-0.976","271.377","243.92"
"11","25","8","368","54","-1.1","3.1","333.484","5.464","1234.337","1183.384"
"11","25","9","736","33","1.1","5.2","650.76","12.702","2356.912","2268.594"
"11","25","10","834","38","2.8","5.2","821.504","18.166","2913.211","2802.397"
"11","25","11","850","40","3.9","5.7","872.874","19.586","3077.462","2959.503"
"11","25","12","873","39","4.4","7.2","871.655","17.923","3095.394","2976.64"
"11","25","13","822","34","5","5.7","745.392","18.452","2634.088","2534.891"
"11","25","14","573","45","3.9","5.7","483.892","12.424","1741.769","1675.256"
"11","25","15","71","27","2.2","2.1","82.241","4.107","303.327","275.217"
"11","25","16","0","0","1.1","2.1","0","1.1","0","0"
"11","25","17","0","0","1.1","4.1","0","1.1","0","0"
"11","25","18","0","0","1.1","4.1","0","1.1","0","0"
"11","25","19","0","0","1.7","3.1","0","1.7","0","0"
"11","25","20","0","0","1.7","2.1","0","1.7","0","0"
"11","25","21","0","0","2.2","5.2","0","2.2","0","0"
"11","25","22","0","0","2.8","6.2","0","2.8","0","0"
"11","25","23","0","0","3.9","7.7","0","3.9","0","0"
"11","26","0","0","0","3.9","8.2","0","3.9","0","0"
"11","26","1","0","0","4.4","7.2","0","4.4","0","0"
"11","26","2","0","0","5.6","11.3","0","5.6","0","0"
"11","26","3","0","0","5.6","8.2","0","5.6","0","0"
"11","26","4","0","0","5","11.8","0","5","0","0"
"11","26","5","0","0","3.9","9.3","0","3.9","0","0"
"11","26","6","0","0","3.3","9.8","0","3.3","0","0"
"11","26","7","274","11","2.8","8.8","155.766","4.015","557.269","523.661"
"11","26","8","656","23","3.9","6.7","468.984","10.616","1690.351","1625.514"
